IDArt;CodProveedor;Articulo;PrecioCosto;PorcIVA;IDProveedor;IDRubro;IDMoneda;MargenMin;MargenInt;MargenMay;UniBulto;PorcDto;PorcRec;PrecioFlete;PVMin;PVInt;PVMay;CodBarra;Nota
001438;001438;PETACA TRES PLUMAS CAFE AL CHOCO 200ML;1407.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1688.0000;2400.0000;77991874;Rubro: BEBIDAS
001439;001439;PETACA TRES PLUMAS CAFE AL WHISKY200ML;1486.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1783.0000;2600.0000;77991904;Rubro: BEBIDAS
001440;001440;PETACA TRES PLUMAS CHOCOLATE 200ML;1486.0000;0.0;40;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1783.0000;2900.0000;77992246;Rubro: BEBIDAS
001441;001441;PETACA TRES PLUMAS CAFE AL RON 200ML;1407.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1688.0000;2400.0000;77991911;Rubro: BEBIDAS
001442;001442;PETACA TRES PLUMAS MENTA 200ML;1407.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1688.0000;2400.0000;77991881;Rubro: BEBIDAS
001443;001443;PETACA TRES PLUMAS LICOR SECO 200ML;1528.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1834.0000;2600.0000;77990105;Rubro: BEBIDAS
001444;001444;PETACA TAILOV VODKA 200ML;1439.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1727.0000;2500.0000;77991843;Rubro: BEBIDAS
001445;001445;PETACA TRES PLUMAS DULCE DE LECHE 200ML;1486.0000;0.0;40;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1783.0000;2900.0000;77913692;Rubro: BEBIDAS
001446;001446;PETACA TAILOV VODKA SANDIA 200ML;1030.0000;0.0;40;1;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1236.0000;2400.0000;7790260014734;Rubro: BEBIDAS
001447;001447;PETACA 8 HERMANOS LICOR ANIS 200ML;1517.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1820.0000;2600.0000;7790260024023;Rubro: BEBIDAS
001448;001448;PETACA BREEDERS VODKA RASPBERRY 200ML;1357.0000;0.0;40;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1628.0000;2500.0000;7790480090075;Rubro: BEBIDAS
001449;001449;COCO BONGO RON DE COCO 750ML;8201.0000;0.0;40;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;12000.0000;9841.0000;12000.0000;7798167920097;Rubro: BEBIDAS
001450;001450;MALIBU RON 750ML;13332.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;22000.0000;15998.0000;22000.0000;7891050004741;Rubro: BEBIDAS
001451;001451;BRIGHTON GIN 700ML;8218.0000;0.0;40;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;14000.0000;9862.0000;14000.0000;7792410522717;Rubro: BEBIDAS
001452;001452;JUNIPER GIN DRY 700ML;7759.0000;0.0;40;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;11900.0000;9311.0000;11900.0000;7798135763961;Rubro: BEBIDAS
001453;001453;NUESTROS SABORES CHIPS ZANAHORIA 80G;1400.0000;0.0;2;12;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1680.0000;2200.0000;7798171732051;Rubro: SNACKS
001454;001454;AQUARIUS UVA 1,5L;1940.0000;0.0;1;1;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;3600.0000;2328.0000;3600.0000;7790895641220;Rubro: BEBIDAS
001455;001455;CEPITA DURAZNO BOT 1.5L;1775.0000;0.0;1;1;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2130.0000;3800.0000;7790895641534;Rubro: BEBIDAS
001456;001456;CEPITA ANANA BOT 1,5L;1775.0000;0.0;1;1;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2130.0000;3800.0000;7790895641749;Rubro: BEBIDAS
001457;001457;ADES ANANA 1L;1701.0000;0.0;1;1;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2041.0000;3500.0000;7790895643804;Rubro: BEBIDAS
001458;001458;AQUARIUS UVA VERDE 500CC;934.0000;0.0;1;1;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1121.0000;2000.0000;7790895641206;Rubro: BEBIDAS
001459;001459;SALSA LISTA ARCOR POMAROLA 340G;861.0000;0.0;10;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1033.0000;1500.0000;7790580133139;Rubro: ALMACEN
001460;001460;SALSA LISTA ARCOR PORTUGUESA 340G;861.0000;0.0;10;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1033.0000;1500.0000;7790580134495;Rubro: ALMACEN
001461;001461;CHOCLO ENTERO ARCOR 300G;1165.0000;0.0;10;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1398.0000;2000.0000;7790580132422;Rubro: ALMACEN
001462;001462;CHOCLO CREMOSO ARCOR 300G;1294.0000;0.0;10;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1553.0000;2300.0000;7790580980801;Rubro: ALMACEN
001463;001463;SALADIX QUESITOS QUESO 70G;1214.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1457.0000;1900.0000;7790040123434;Rubro: GOLOSINAS
001464;001464;SALADIX PAPAS CREMA Y CEBOLLA 58GA;1105.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1326.0000;1700.0000;7790040129603;Rubro: GOLOSINAS
001465;001465;SALADIX CROSS ORIGINAL 67G;736.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1100.0000;883.0000;1100.0000;7790040129634;Rubro: GOLOSINAS
001466;001466;SALADIX PAQ DUO J&Q 25G;491.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;800.0000;589.0000;800.0000;7790040374706;Rubro: GOLOSINAS
001467;001467;MARLBORO XL UVA FUSION 20;3950.0000;0.0;33;8;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;6500.0000;4740.0000;6500.0000;77947550;Rubro: CIGARRILLOS
001468;001468;BONDIOLA LARIO KG;20000.0000;0.0;41;9;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;35000.0000;24000.0000;35000.0000;555;Rubro: FIAMBRERIA
001469;001469;ARROLLADO DE POLLO FETITAS KG.;6300.0000;0.0;41;9;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;13000.0000;7560.0000;13000.0000;777;Rubro: FIAMBRERIA
001470;001470;ARROLLADO DE CARNE FETITAS KG.;6300.0000;0.0;41;9;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;12000.0000;7560.0000;12000.0000;999;Rubro: FIAMBRERIA
001471;001471;TOSTADAS DE ARROZ MINI GAONA 120G;1194.0000;0.0;7;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1433.0000;1900.0000;7798126073963;Rubro: ALMACEN
001472;001472;TERMA SERRANO CERO 1.35L;1653.0000;0.0;7;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1984.0000;2900.0000;7790950133325;Rubro: BEBIDAS
001473;001473;PHILIP MORRIS 20 COMUN;2000.0000;0.0;33;8;1;1.6;0.2;0.2;1;0.0;0.0;0.0000;5200.0000;2400.0000;5200.0000;77912879;Rubro: CIGARRILLOS
001474;001474;CHESTERFIELD COMUN 20;2608.0000;0.0;33;8;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;3130.0000;4500.0000;77953513;Rubro: CIGARRILLOS
001475;001475;PHILIP MORRIS BOX 20 CONVERTIBLE;3691.0000;0.0;33;8;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5600.0000;4429.0000;5600.0000;77940735;Rubro: CIGARRILLOS
001476;001476;AGUA MINERAL NESTLE 1.5;1279.0000;0.0;3;1;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1535.0000;2000.0000;7792799000905;Rubro: BEBIDAS
001477;001477;REDBULL SUGAR FREE 250ML;2317.0000;0.0;3;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2780.0000;3500.0000;90415418;Rubro: BEBIDAS
001478;001478;REDBULL ENERGY DRINK 250ML;2317.0000;0.0;3;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2780.0000;3500.0000;9002490100070;Rubro: BEBIDAS
001479;001479;GATORADE MANZANA 750ML;1784.0000;0.0;3;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;3600.0000;2141.0000;3600.0000;7792170052271;Rubro: BEBIDAS
001480;001480;AGUA MINERAL NESTLE 2.25ML;1740.0000;0.0;3;1;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;2088.0000;2700.0000;7795930000543;Rubro: BEBIDAS
001481;001481;AGUA MINERAL NESTLE BIDON 6,3L;3468.0000;0.0;3;1;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;4900.0000;4162.0000;4900.0000;7792799001032;Rubro: BEBIDAS
001482;001482;DEXALERGIN 25G X1;975.0000;0.0;2;14;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1170.0000;2000.0000;;Rubro: MEDICAMENTOS
001483;001483;AEROTINA 10MG X1;475.0000;0.0;2;14;1;2.2;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;570.0000;1500.0000;;Rubro: MEDICAMENTOS
001484;001484;PEP RAMITAS QUESO 84G;1142.0000;0.0;28;12;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1370.0000;1900.0000;7790310985175;Rubro: SNACKS
001485;001485;LAYS JAMON SERRANO 77G;1928.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2314.0000;3500.0000;7790310985434;Rubro: SNACKS
001486;001486;CHEETOS ONDULADOS QUESO CREMA 43G;1142.0000;0.0;28;12;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1370.0000;2600.0000;7790310985359;Rubro: SNACKS
001487;001487;CHOCMAN BONAFIDE BLACK 35G;540.0000;0.0;9;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;648.0000;1000.0000;7792360096597;Rubro: GOLOSINAS
001488;001488;CHOCMAN BONAFIDE 35G;540.0000;0.0;9;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;648.0000;1000.0000;7792360096634;Rubro: GOLOSINAS
001489;001489;NUGATON BLANCO 27G;590.0000;0.0;9;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;708.0000;1000.0000;7792360072461;Rubro: GOLOSINAS
001490;001490;NUGATON NEGRO 27G;590.0000;0.0;9;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;708.0000;1000.0000;7792360072447;Rubro: GOLOSINAS
001491;001491;MECANO BLANCO BONAFIDE DDL 19G;554.0000;0.0;9;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;900.0000;665.0000;900.0000;7792360094906;Rubro: GOLOSINAS
001492;001492;MECANO NEGRO BONAFIDE DDL 19G;554.0000;0.0;9;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;900.0000;665.0000;900.0000;7792360072423;Rubro: GOLOSINAS
001493;001493;CHOCMAN MINITORTA BONAFIDE 68G;665.0000;0.0;9;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;798.0000;1200.0000;7792360096658;Rubro: GOLOSINAS
001494;001494;MARROC BOCADITO FELFORT 14G;728.0000;0.0;9;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;874.0000;1200.0000;;Rubro: GOLOSINAS
001495;001495;MENTITAS FELFORT 16G;750.0000;0.0;9;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;900.0000;1200.0000;;Rubro: GOLOSINAS
001496;001496;CHUPELATIN FELFORT 15G;1148.0000;0.0;9;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1378.0000;1700.0000;;Rubro: GOLOSINAS
001497;001497;LICORITAS FELFORT 20G;1015.0000;0.0;9;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1218.0000;1700.0000;;Rubro: GOLOSINAS
001498;001498;YERBA LA TRANQUERA LIVIANA 500G;1752.0000;0.0;9;3;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;2102.0000;2500.0000;7790480089956;Rubro: ALMACEN
001499;001499;SUPREMAS POLLO POR KG.;6900.0000;0.0;2;16;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;8280.0000;8280.0000;8000.0000;;Rubro: CARNICERIA
001500;001500;BARRA COFLER BLOCK 45G;927.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1112.0000;1500.0000;7790580143800;Rubro: GOLOSINAS
001501;001501;COFLER BLOCK 300GR;8439.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;12500.0000;10127.0000;12500.0000;7790580103743;Rubro: GOLOSINAS
001502;001502;COFLER DULCE DE LECHE 38G;1074.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1289.0000;1600.0000;7790580132958;Rubro: GOLOSINAS
001503;001503;COFLER AVELLANAS 35G;1074.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1289.0000;1600.0000;7790580146016;Rubro: GOLOSINAS
001504;001504;OBLEA COFLER CHOCOLINAS XL 45G;929.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;1115.0000;1400.0000;7790580131586;Rubro: GOLOSINAS
001505;001505;COFLER AIREADO MIXTO 27G;1211.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;1453.0000;1800.0000;7790580103385;Rubro: GOLOSINAS
001506;001506;COFLER AIREADO MIXTO 55G;2300.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2760.0000;3500.0000;7790580103422;Rubro: GOLOSINAS
001507;001507;COFLER AIREADO MIXTO 100G;3866.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;4639.0000;5800.0000;7790580103460;Rubro: GOLOSINAS
001508;001508;COFLER AIREADO BLANCO 100G;3866.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;4639.0000;5800.0000;7790580103453;Rubro: GOLOSINAS
001509;001509;COFLER AIREADO ALMENDRA 100G;3866.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;4639.0000;5800.0000;7790580103477;Rubro: GOLOSINAS
001510;001510;CHOCOLATIN ARCOR LECHE NEGRO 8G;280.0000;0.0;10;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;400.0000;336.0000;400.0000;77958563;Rubro: GOLOSINAS
001511;001511;CHOCOLATIN ARCOR BLANCO 8G;280.0000;0.0;10;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;400.0000;336.0000;400.0000;77958570;Rubro: GOLOSINAS
001512;001512;BARRA ROCKLETS 44G;927.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1112.0000;1500.0000;7790580128548;Rubro: GOLOSINAS
001513;001513;BARRA COFLER COCO 40G;927.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1112.0000;1500.0000;7790580131548;Rubro: GOLOSINAS
001514;001514;COFLER BLOCK 170G;4886.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;7300.0000;5863.0000;7300.0000;7790580105013;Rubro: GOLOSINAS
001515;001515;COFLER BLOCKAZO 1 KILO;23920.0000;0.0;10;5;1;0.3;0.2;0.2;1;0.0;0.0;0.0000;29900.0000;28704.0000;29900.0000;7790580115579;Rubro: GOLOSINAS
001516;001516;ARCOR CHOCOLATE CACAO 50% 95G;2505.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3700.0000;3006.0000;3700.0000;7790580133771;Rubro: GOLOSINAS
001517;001517;ARCOR CHOCOLATE DUO 95G;2505.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3700.0000;3006.0000;3700.0000;7790580133795;Rubro: GOLOSINAS
001518;001518;VELAS CHICAS JACARANDA X4;490.0000;0.0;40;6;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;588.0000;1000.0000;7798160570015;Rubro: LIMPIEZA E HIGIENE
001519;001519;FINLANDIA LS CHEDDAR 180G;1727.0000;0.0;12;7;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3100.0000;2072.0000;3100.0000;7790742327703;Rubro: LACTEOS
001520;001520;QUESO FIAMBRIN LS POR KG.;11450.0000;0.0;12;9;1;1.4;0.2;0.2;1;0.0;0.0;0.0000;28000.0000;13740.0000;28000.0000;;Rubro: FIAMBRERIA
001521;001521;ACTIMEL FRUTILLA 100G;1522.0000;0.0;12;7;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1826.0000;2300.0000;7791337007802;Rubro: LACTEOS
001522;001522;YOGUR LS YOGURISIMO NATURAL RED LACTOSA 190G;1659.0000;0.0;12;7;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1991.0000;2900.0000;7791337009783;Rubro: LACTEOS
001523;001523;YOGUR LS DESCREMADA VAINILLA 900ML;1979.0000;0.0;12;7;1;1.2;0.2;0.2;1;0.0;0.0;0.0000;4300.0000;2375.0000;4300.0000;7791337008366;Rubro: LACTEOS
001524;001524;YOGUR SER BATIDO NATURAL 175G;1535.0000;0.0;12;7;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;1842.0000;2700.0000;7791337007345;Rubro: LACTEOS
001525;001525;DANETTE CON CREMA DULCE DE LECHE 100G;1789.0000;0.0;12;7;1;1.1;0.7;0.2;1;0.0;0.0;0.0000;3700.0000;3100.0000;3700.0000;7791337008106;Rubro: LACTEOS
001526;001526;DANETTE CON CREMA CHOCOLATE 100G;2282.0000;0.0;12;7;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3700.0000;2738.0000;3700.0000;7791337008113;Rubro: LACTEOS
001527;001527;DANETTE LS CREMA AMERICANA 95G;1381.0000;0.0;12;7;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;3200.0000;1657.0000;3200.0000;7791337008090;Rubro: LACTEOS
001528;001528;DANETTE FLAN C/ CARAMELO 95G;1457.0000;0.0;12;7;1;1.1;0.7;0.2;1;0.0;0.0;0.0000;3000.0000;2500.0000;3000.0000;7791337008168;Rubro: LACTEOS
001529;001529;SERENITO DULCE DE LECHE POSTRE 100G;1244.0000;0.0;12;7;1;1.4;0.2;0.2;1;0.0;0.0;0.0000;3000.0000;1493.0000;3000.0000;7791337008441;Rubro: LACTEOS
001530;001530;QUILMES IPA LATA 473CC;1350.0000;0.0;3;1;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1620.0000;2500.0000;7792798013388;Rubro: BEBIDAS
001531;001531;3D ORIGINAL 85G;2142.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2570.0000;3800.0000;7790310985830;Rubro: SNACKS
001532;001532;CEPITA DURAZNO 200ML CAJA;500.0000;0.0;1;1;1;1.6;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;600.0000;1300.0000;7790895002991;Rubro: BEBIDAS
001533;001533;CEPITA MANZANA 200ML CAJA;505.0000;0.0;1;1;1;1.6;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;606.0000;1300.0000;7790895000720;Rubro: BEBIDAS
001534;001534;SAL CELUSAL 500G PAQUETE;953.0000;0.0;14;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1144.0000;1600.0000;7790072001014;Rubro: ALMACEN
001535;001535;PATE DE FOIE PALADINI 90G;735.0000;0.0;14;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;882.0000;1300.0000;7790079011085;Rubro: ALMACEN
001536;001536;ALFAJOR MILKA MOUSSE X3 55G;1255.0000;0.0;5;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1506.0000;2100.0000;77903785;Rubro: GOLOSINAS
001537;001537;ALFAJOR MILKA MOUSSE BLANCO X3 55G;1108.0000;0.0;5;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1330.0000;2100.0000;7622300457303;Rubro: GOLOSINAS
001538;001538;JUGO TANG NARANJA MANGO;305.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;600.0000;366.0000;600.0000;7622201735371;Rubro: GOLOSINAS
001539;001539;JUGO TANG NARANJA;305.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;600.0000;366.0000;600.0000;7622201705961;Rubro: GOLOSINAS
001540;001540;ALFAJOR BYN BLANCO SIMPLE 50G;552.0000;0.0;10;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;662.0000;1000.0000;7790040141186;Rubro: GOLOSINAS
001541;001541;ALFAJOR TOFI SIMPLE NEGRO 46G;529.0000;0.0;10;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;635.0000;1000.0000;7790040116610;Rubro: GOLOSINAS
001542;001542;ALFAJOR BLOCK SIMPLE 40G;552.0000;0.0;10;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;662.0000;1000.0000;7790040143654;Rubro: GOLOSINAS
001543;001543;ALFAJOR AGUILA DORADO SIMPLE 50G;736.0000;0.0;10;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;883.0000;1400.0000;7790040141209;Rubro: GOLOSINAS
001544;001544;VINO HUELLA PAMPA MALBEC TINTO 750ML;3290.0000;0.0;40;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;4900.0000;3948.0000;4900.0000;8436613740088;Rubro: BEBIDAS
001545;001545;VINO CENIZA NEGRA TINTO MALBEC 750ML;3490.0000;0.0;40;1;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;4900.0000;4188.0000;4900.0000;8436613740255;Rubro: BEBIDAS
001546;001546;SLICES PAPAS FRITAS LLAMARADA PICANTE 65G;1050.0000;0.0;2;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1260.0000;2200.0000;7798066077250;Rubro: SNACKS
001547;001547;SLICES PAPAS FRITAS AMERICANO 65G;1320.0000;0.0;2;12;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1584.0000;2500.0000;7798066070763;Rubro: SNACKS
001548;001548;TOPLINE SEVEN ULTRA CITRUS BBERRY 24G;1277.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1532.0000;2000.0000;7790580137076;Rubro: GOLOSINAS
001549;001549;TOPLINE SEVEN ULTRA FRUTOS ROJOS 24G;1277.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1532.0000;2100.0000;7790580121013;Rubro: GOLOSINAS
001550;001550;TOPLINE SEVEN ULTRA CLEAN MINE 24G;1277.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1532.0000;2100.0000;7790580120573;Rubro: GOLOSINAS
001551;001551;GALLETAS PEPAS ARCOR RECETAS ABUELA 183G;859.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;1031.0000;1400.0000;7790040135895;Rubro: GOLOSINAS
001552;001552;GALLETAS FORMIS CHOCOLATE 72G;474.0000;0.0;10;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;900.0000;569.0000;900.0000;7790040139909;Rubro: GOLOSINAS
001553;001553;GALLETAS CEREAL MIX SEMILLAS Y CHIPS 207G;1361.0000;0.0;10;5;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1633.0000;2900.0000;7790040135758;Rubro: GOLOSINAS
001554;001554;BUSCAPINAS PERLAS X1;495.0000;0.0;2;14;1;1.4;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;594.0000;1200.0000;;Rubro: MEDICAMENTOS
001555;001555;SERTAL PERLAS X1;485.0000;0.0;2;14;1;1.5;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;582.0000;1200.0000;;Rubro: MEDICAMENTOS
001556;001556;LECHE SILK ALMENDRA 1L;3908.0000;0.0;12;7;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;6900.0000;4690.0000;6900.0000;7791337007901;Rubro: LACTEOS
001557;001557;ARROZ CAROGRAN 500G;657.0000;0.0;40;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;788.0000;1000.0000;7793650000041;Rubro: ALMACEN
001558;001558;PICADILLO LA BLANCA 90G;416.0000;0.0;40;3;1;1.4;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;499.0000;1000.0000;7790360720122;Rubro: ALMACEN
001559;001559;MAYONESA NATURA 250CC;1219.0000;0.0;40;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1463.0000;1900.0000;7791866001203;Rubro: ALMACEN
001560;001560;CIF AEROSOL LAVANDA 380CC;1916.0000;0.0;42;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3000.0000;2299.0000;3000.0000;7791290795785;Rubro: LIMPIEZA E HIGIENE
001561;001561;MAGISTRAL LIMON 225CC;1108.0000;0.0;42;6;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1330.0000;2500.0000;7790990003954;Rubro: LIMPIEZA E HIGIENE
001562;001562;JABON TOCADOR PLUSBELLE HUMEC 125G;739.0000;0.0;42;6;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;887.0000;1500.0000;7790990000830;Rubro: LIMPIEZA E HIGIENE
001563;001563;TOALLAS FEMENINAS DONCELLA NORMAL X16;967.0000;0.0;42;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1160.0000;1500.0000;7790940216212;Rubro: LIMPIEZA E HIGIENE
001564;001564;FIDEOS LA PROV NIDOS TAGLIAFICO 500G;1249.0000;0.0;42;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1499.0000;1900.0000;7798141971404;Rubro: ALMACEN
001565;001565;BAGGIO FRESH AGUA SABORIZADA PERA 600ML;596.0000;0.0;7;1;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;715.0000;1400.0000;7790036974392;Rubro: BEBIDAS
001566;001566;BAGGIO CAJA MANZANA 1L;1082.0000;0.0;7;1;1;1.2;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1298.0000;2400.0000;7790036000336;Rubro: BEBIDAS
001567;001567;IBUEVANOL RAP ACCION X1;250.0000;0.0;2;14;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;500.0000;300.0000;500.0000;;Rubro: MEDICAMENTOS
