Codigo,Producto,Precio,Costo,Categorias,Stock,StockMinimo,CodigoBarras,Unidad,CantidadEnvase,Ubicacion
001413,YERBA CBSE JENGIBRE 500G,1988.0,1657.0,ALMACEN,0,0,7790710003332,Unidades,0,
001414,YERBA NUÑEZ 500G,1658.0,1382.0,ALMACEN,2,0,7798415130025,Unidades,0,
001415,YERBA VERDEFLOR MELISA 500G,2400.0,1611.0,ALMACEN,0,0,7793670000038,Unidades,0,
001416,YERBA VERDEFLOR MENTA Y GENGIBRE 500G,1933.0,1611.0,ALMACEN,0,0,7793670400562,Unidades,0,
001417,YERBA VERDEFLOR PEPERINA 500G,1933.0,1611.0,ALMACEN,0,0,7793670400500,Unidades,0,
001418,MARLBORO BOX COMUN 20,5800.0,3950.0,CIGARRILLOS,0,0,77918482,Unidades,0,
001419,CHESTERFIELD BOX PURPLE UVA 20,3499.0,2916.0,CIGARRILLOS,0,0,77973887,Unidades,0,
001420,VINO ELEMENTOS BLANCO DULCE NATURAL 750ML,4500.0,3750.0,BEBIDAS,0,0,7798136300387,Unidades,0,
001421,VINO ALMA MORA BLANCO BLEND 750ML,4500.0,3750.0,BEBIDAS,0,0,7791540045738,Unidades,0,
001422,VINO DADA TINTO CARAMEL #9 750ML,4620.0,3850.0,BEBIDAS,0,0,7791540999147,Unidades,0,
001423,VINO ALMA MORA BLEND 750ML,4837.0,4031.0,BEBIDAS,0,0,7791540045721,Unidades,0,
001424,"MENTHOPLUS 2 FRUTILLA 27,2G",594.0,495.0,GOLOSINAS,0,0,77992499,Unidades,0,
001425,TOPLINE 7 AZUL MENTHOL 14G,606.0,505.0,GOLOSINAS,27,0,77964137,Unidades,0,
001426,TOPLINE SEVEN MANDARINA 14G,606.0,505.0,GOLOSINAS,0,0,77932693,Unidades,0,
001427,ALFAJOR BONOBON SIMPLE BLANCO 40G,1000.0,588.0,GOLOSINAS,0,0,7790040613607,Unidades,0,
001428,ALFAJOR BONOBON SIMPLE NEGRO 40G,1000.0,588.0,GOLOSINAS,0,0,7790040613706,Unidades,0,
001429,ALFAJOR TATIN TRIPLE BLANCO 60G,1000.0,588.0,GOLOSINAS,1,0,7790040405301,Unidades,0,
001430,ALFAJOR TATIN TRIPLE NEGRO 60G,1000.0,588.0,GOLOSINAS,0,0,7790040405608,Unidades,0,
001431,CREMA DE LECHE LS COCINAR 330ML,4200.0,2532.0,LACTEOS,6,0,7790742141705,Unidades,0,
001432,LECHE EN POLVO LS ENTERA 200G,2429.0,2024.0,LACTEOS,0,0,7790742436108,Unidades,0,
001433,TERMIDOR TINTO CAJA 1L,1745.0,1454.0,BEBIDAS,0,0,7791540053351,Unidades,0,
001434,CEPILLO DIENTES ORAL B X1,2900.0,1926.0,LIMPIEZA E HIGIENE,0,0,3014260802189,Unidades,0,
001435,PETACA AMERICAN CLUB PIÑA COLADA 200ML,1728.0,1440.0,BEBIDAS,0,0,77991829,Unidades,0,
001436,PETACA CAÑA ARGENTINA 1 AGOSTO 200ML,2500.0,1348.0,BEBIDAS,0,0,7790260014147,Unidades,0,
001437,PETACA TRES PLUMAS CAFE AL COÑAC 200ML,2500.0,1407.0,BEBIDAS,0,0,77990112,Unidades,0,
001438,PETACA TRES PLUMAS CAFE AL CHOCO 200ML,1688.0,1407.0,BEBIDAS,0,0,77991874,Unidades,0,
001439,PETACA TRES PLUMAS CAFE AL WHISKY200ML,2600.0,1486.0,BEBIDAS,0,0,77991904,Unidades,0,
001440,PETACA TRES PLUMAS CHOCOLATE 200ML,2400.0,1486.0,BEBIDAS,0,0,77992246,Unidades,0,
001441,PETACA TRES PLUMAS CAFE AL RON 200ML,1688.0,1407.0,BEBIDAS,0,0,77991911,Unidades,0,
001442,PETACA TRES PLUMAS MENTA 200ML,1688.0,1407.0,BEBIDAS,0,0,77991881,Unidades,0,
001443,PETACA TRES PLUMAS LICOR SECO 200ML,2600.0,1528.0,BEBIDAS,0,0,77990105,Unidades,0,
001444,PETACA TAILOV VODKA 200ML,2500.0,1439.0,BEBIDAS,0,0,77991843,Unidades,0,
001445,PETACA TRES PLUMAS DULCE DE LECHE 200ML,2400.0,1486.0,BEBIDAS,0,0,77913692,Unidades,0,
001446,PETACA TAILOV VODKA SANDIA 200ML,1236.0,1030.0,BEBIDAS,0,0,7790260014734,Unidades,0,
001447,PETACA 8 HERMANOS LICOR ANIS 200ML,2575.0,1517.0,BEBIDAS,0,0,7790260024023,Unidades,0,
001448,PETACA BREEDERS VODKA RASPBERRY 200ML,1628.0,1357.0,BEBIDAS,0,0,7790480090075,Unidades,0,
001449,COCO BONGO RON DE COCO 750ML,9841.0,8201.0,BEBIDAS,0,0,7798167920097,Unidades,0,
001450,MALIBU RON 750ML,15998.0,13332.0,BEBIDAS,0,0,7891050004741,Unidades,0,
001451,BRIGHTON GIN 700ML,12500.0,8218.0,BEBIDAS,2,0,7792410522717,Unidades,0,
001452,JUNIPER GIN DRY 700ML,9311.0,7759.0,BEBIDAS,0,0,7798135763961,Unidades,0,
001453,NUESTROS SABORES CHIPS ZANAHORIA 80G,1680.0,1400.0,SNACKS,0,0,7798171732051,Unidades,0,
001454,"AQUARIUS UVA 1,5L",2328.0,1940.0,BEBIDAS,7,0,7790895641220,Unidades,0,
001455,CEPITA DURAZNO BOT 1.5L,2966.67,1775.0,BEBIDAS,2,0,7790895641534,Unidades,0,
001456,"CEPITA ANANA BOT 1,5L",2130.0,1775.0,BEBIDAS,2,0,7790895641749,Unidades,0,
001457,ADES ANANA 1L,2041.0,1701.0,BEBIDAS,3,0,7790895643804,Unidades,0,
001458,AQUARIUS UVA VERDE 500CC,1500.0,934.0,BEBIDAS,2,0,7790895641206,Unidades,0,
001459,SALSA LISTA ARCOR POMAROLA 340G,1033.0,861.0,ALMACEN,0,0,7790580133139,Unidades,0,
001460,SALSA LISTA ARCOR PORTUGUESA 340G,1033.0,861.0,ALMACEN,0,0,7790580134495,Unidades,0,
001461,CHOCLO ENTERO ARCOR 300G,1398.0,1165.0,ALMACEN,1,0,7790580132422,Unidades,0,
001462,CHOCLO CREMOSO ARCOR 300G,2300.0,1294.0,ALMACEN,0,0,7790580980801,Unidades,0,
001463,SALADIX QUESITOS QUESO 70G,1457.0,1214.0,GOLOSINAS,0,0,7790040123434,Unidades,0,
001464,SALADIX PAPAS CREMA Y CEBOLLA 58GA,1326.0,1105.0,GOLOSINAS,0,0,7790040129603,Unidades,0,
001465,SALADIX CROSS ORIGINAL 67G,883.0,736.0,GOLOSINAS,0,0,7790040129634,Unidades,0,
001466,SALADIX PAQ DUO J&Q 25G,800.0,491.0,GOLOSINAS,1,0,7790040374706,Unidades,0,
001467,MARLBORO XL UVA FUSION 20,5833.33,3950.0,CIGARRILLOS,4,0,77947550,Unidades,0,
001468,BONDIOLA LARIO KG,31000.0,20000.0,FIAMBRERIA,-3,0,555,Unidades,0,
001469,ARROLLADO DE POLLO FETITAS KG.,10000.0,6300.0,FIAMBRERIA,-3,0,777,Unidades,0,
001470,ARROLLADO DE CARNE FETITAS KG.,10000.0,6300.0,FIAMBRERIA,-3,0,999,Unidades,0,
001471,TOSTADAS DE ARROZ MINI GAONA 120G,1900.0,1194.0,ALMACEN,0,0,7798126073963,Unidades,0,
001472,TERMA SERRANO CERO 1.35L,1984.0,1653.0,BEBIDAS,1,0,7790950133325,Unidades,0,
001473,PHILIP MORRIS 20 COMUN,2400.0,2000.0,CIGARRILLOS,0,0,77912879,Unidades,0,
001474,CHESTERFIELD COMUN 20,3130.0,2608.0,CIGARRILLOS,0,0,77953513,Unidades,0,
001475,PHILIP MORRIS BOX 20 CONVERTIBLE,4429.0,3691.0,CIGARRILLOS,0,0,77940735,Unidades,0,
001476,AGUA MINERAL NESTLE 1.5,1535.0,1279.0,BEBIDAS,0,0,7792799000905,Unidades,0,
001477,REDBULL SUGAR FREE 250ML,2780.0,2317.0,BEBIDAS,3,0,90415418,Unidades,0,
001478,REDBULL ENERGY DRINK 250ML,2780.0,2317.0,BEBIDAS,0,0,9002490100070,Unidades,0,
001479,GATORADE MANZANA 750ML,2141.0,1784.0,BEBIDAS,2,0,7792170052271,Unidades,0,
001480,AGUA MINERAL NESTLE 2.25ML,2088.0,1740.0,BEBIDAS,0,0,7795930000543,Unidades,0,
001481,"AGUA MINERAL NESTLE BIDON 6,3L",4162.0,3468.0,BEBIDAS,0,0,7792799001032,Unidades,0,
001482,DEXALERGIN 25G X1,1170.0,975.0,MEDICAMENTOS,25,0,,Unidades,0,
001483,AEROTINA 10MG X1,570.0,475.0,MEDICAMENTOS,6,0,,Unidades,0,
001484,PEP RAMITAS QUESO 84G,1370.0,1142.0,SNACKS,0,0,7790310985175,Unidades,0,
001485,LAYS JAMON SERRANO 77G,3200.0,1928.0,SNACKS,2,0,7790310985434,Unidades,0,
001486,CHEETOS ONDULADOS QUESO CREMA 43G,2000.0,1142.0,SNACKS,0,0,7790310985359,Unidades,0,
001487,CHOCMAN BONAFIDE BLACK 35G,1000.0,540.0,GOLOSINAS,0,0,7792360096597,Unidades,0,
001488,CHOCMAN BONAFIDE 35G,1000.0,540.0,GOLOSINAS,0,0,7792360096634,Unidades,0,
001489,NUGATON BLANCO 27G,1000.0,590.0,GOLOSINAS,1,0,7792360072461,Unidades,0,
001490,NUGATON NEGRO 27G,708.0,590.0,GOLOSINAS,0,0,7792360072447,Unidades,0,
001491,MECANO BLANCO BONAFIDE DDL 19G,900.0,554.0,GOLOSINAS,2,0,7792360094906,Unidades,0,
001492,MECANO NEGRO BONAFIDE DDL 19G,665.0,554.0,GOLOSINAS,3,0,7792360072423,Unidades,0,
001493,CHOCMAN MINITORTA BONAFIDE 68G,798.0,665.0,GOLOSINAS,0,0,7792360096658,Unidades,0,
001494,MARROC BOCADITO FELFORT 14G,1200.0,728.0,GOLOSINAS,11,0,,Unidades,0,
001495,MENTITAS FELFORT 16G,1200.0,750.0,GOLOSINAS,6,0,,Unidades,0,
001496,CHUPELATIN FELFORT 15G,1700.0,1148.0,GOLOSINAS,5,0,,Unidades,0,
001497,LICORITAS FELFORT 20G,1700.0,1015.0,GOLOSINAS,8,0,,Unidades,0,
001498,YERBA LA TRANQUERA LIVIANA 500G,2500.0,1752.0,ALMACEN,0,0,7790480089956,Unidades,0,
001499,SUPREMAS POLLO POR KG.,9500.0,6900.0,CARNICERIA,-19,0,,Unidades,0,
001500,BARRA COFLER BLOCK 45G,1112.0,927.0,GOLOSINAS,0,0,7790580143800,Unidades,0,
001501,COFLER BLOCK 300GR,10127.0,8439.0,GOLOSINAS,0,0,7790580103743,Unidades,0,
001502,COFLER DULCE DE LECHE 38G,1289.0,1074.0,GOLOSINAS,0,0,7790580132958,Unidades,0,
001503,COFLER AVELLANAS 35G,1289.0,1074.0,GOLOSINAS,0,0,7790580146016,Unidades,0,
001504,OBLEA COFLER CHOCOLINAS XL 45G,1115.0,929.0,GOLOSINAS,0,0,7790580131586,Unidades,0,
001505,COFLER AIREADO MIXTO 27G,1800.0,1211.0,GOLOSINAS,2,0,7790580103385,Unidades,0,
001506,COFLER AIREADO MIXTO 55G,2760.0,2300.0,GOLOSINAS,0,0,7790580103422,Unidades,0,
001507,COFLER AIREADO MIXTO 100G,4639.0,3866.0,GOLOSINAS,1,0,7790580103460,Unidades,0,
001508,COFLER AIREADO BLANCO 100G,4639.0,3866.0,GOLOSINAS,0,0,7790580103453,Unidades,0,
001509,COFLER AIREADO ALMENDRA 100G,4639.0,3866.0,GOLOSINAS,0,0,7790580103477,Unidades,0,
001510,CHOCOLATIN ARCOR LECHE NEGRO 8G,336.0,280.0,GOLOSINAS,0,0,77958563,Unidades,0,
001511,CHOCOLATIN ARCOR BLANCO 8G,336.0,280.0,GOLOSINAS,0,0,77958570,Unidades,0,
001512,BARRA ROCKLETS 44G,1112.0,927.0,GOLOSINAS,0,0,7790580128548,Unidades,0,
001513,BARRA COFLER COCO 40G,1112.0,927.0,GOLOSINAS,0,0,7790580131548,Unidades,0,
001514,COFLER BLOCK 170G,5863.0,4886.0,GOLOSINAS,0,0,7790580105013,Unidades,0,
001515,COFLER BLOCKAZO 1 KILO,28704.0,23920.0,GOLOSINAS,2,0,7790580115579,Unidades,0,
001516,ARCOR CHOCOLATE CACAO 50% 95G,3700.0,2505.0,GOLOSINAS,2,0,7790580133771,Unidades,0,
001517,ARCOR CHOCOLATE DUO 95G,3700.0,2505.0,GOLOSINAS,1,0,7790580133795,Unidades,0,
001518,VELAS CHICAS JACARANDA X4,588.0,490.0,LIMPIEZA E HIGIENE,1,0,7798160570015,Unidades,0,
001519,FINLANDIA LS CHEDDAR 180G,2072.0,1727.0,LACTEOS,0,0,7790742327703,Unidades,0,
001520,QUESO FIAMBRIN LS POR KG.,28000.0,11450.0,FIAMBRERIA,-1,0,,Unidades,0,
001521,ACTIMEL FRUTILLA 100G,1826.0,1522.0,LACTEOS,19,0,7791337007802,Unidades,0,
001522,YOGUR LS YOGURISIMO NATURAL RED LACTOSA 190G,1991.0,1659.0,LACTEOS,1,0,7791337009783,Unidades,0,
001523,YOGUR LS DESCREMADA VAINILLA 900ML,2375.0,1979.0,LACTEOS,1,0,7791337008366,Unidades,0,
001524,YOGUR SER BATIDO NATURAL 175G,1842.0,1535.0,LACTEOS,0,0,7791337007345,Unidades,0,
001525,DANETTE CON CREMA DULCE DE LECHE 100G,2147.0,1789.0,LACTEOS,2,0,7791337008106,Unidades,0,
001526,DANETTE CON CREMA CHOCOLATE 100G,2738.0,2282.0,LACTEOS,0,0,7791337008113,Unidades,0,
001527,DANETTE LS CREMA AMERICANA 95G,1657.0,1381.0,LACTEOS,2,0,7791337008090,Unidades,0,
001528,DANETTE FLAN C/ CARAMELO 95G,2638.0,1457.0,LACTEOS,4,0,7791337008168,Unidades,0,
001529,SERENITO DULCE DE LECHE POSTRE 100G,2200.0,1244.0,LACTEOS,5,0,7791337008441,Unidades,0,
001530,QUILMES IPA LATA 473CC,2200.0,1350.0,BEBIDAS,19,0,7792798013388,Unidades,0,
001531,3D ORIGINAL 85G,2570.0,2142.0,SNACKS,0,0,7790310985830,Unidades,0,
001532,CEPITA DURAZNO 200ML CAJA,900.0,500.0,BEBIDAS,1,0,7790895002991,Unidades,0,
001533,CEPITA MANZANA 200ML CAJA,900.0,505.0,BEBIDAS,1,0,7790895000720,Unidades,0,
001534,SAL CELUSAL 500G PAQUETE,1600.0,953.0,ALMACEN,0,0,7790072001014,Unidades,0,
001535,PATE DE FOIE PALADINI 90G,882.0,735.0,ALMACEN,3,0,7790079011085,Unidades,0,
001536,ALFAJOR MILKA MOUSSE X3 55G,1800.0,1255.0,GOLOSINAS,0,0,77903785,Unidades,0,
001537,ALFAJOR MILKA MOUSSE BLANCO X3 55G,1800.0,1108.0,GOLOSINAS,0,0,7622300457303,Unidades,0,
001538,JUGO TANG NARANJA MANGO,366.0,305.0,GOLOSINAS,15,0,7622201735371,Unidades,0,
001539,JUGO TANG NARANJA,366.0,305.0,GOLOSINAS,14,0,7622201705961,Unidades,0,
001540,ALFAJOR BYN BLANCO SIMPLE 50G,662.0,552.0,GOLOSINAS,0,0,7790040141186,Unidades,0,
001541,ALFAJOR TOFI SIMPLE NEGRO 46G,635.0,529.0,GOLOSINAS,0,0,7790040116610,Unidades,0,
001542,ALFAJOR BLOCK SIMPLE 40G,662.0,552.0,GOLOSINAS,0,0,7790040143654,Unidades,0,
001543,ALFAJOR AGUILA DORADO SIMPLE 50G,883.0,736.0,GOLOSINAS,1,0,7790040141209,Unidades,0,
001544,VINO HUELLA PAMPA MALBEC TINTO 750ML,4900.0,3290.0,BEBIDAS,1,0,8436613740088,Unidades,0,
001545,VINO CENIZA NEGRA TINTO MALBEC 750ML,4900.0,3490.0,BEBIDAS,1,0,8436613740255,Unidades,0,
001546,SLICES PAPAS FRITAS LLAMARADA PICANTE 65G,1600.0,1050.0,SNACKS,0,0,7798066077250,Unidades,0,
001547,SLICES PAPAS FRITAS AMERICANO 65G,1800.0,1320.0,SNACKS,2,0,7798066070763,Unidades,0,
001548,TOPLINE SEVEN ULTRA CITRUS BBERRY 24G,1532.0,1277.0,GOLOSINAS,2,0,7790580137076,Unidades,0,
001549,TOPLINE SEVEN ULTRA FRUTOS ROJOS 24G,2000.0,1277.0,GOLOSINAS,0,0,7790580121013,Unidades,0,
001550,TOPLINE SEVEN ULTRA CLEAN MINE 24G,2000.0,1277.0,GOLOSINAS,0,0,7790580120573,Unidades,0,
001551,GALLETAS PEPAS ARCOR RECETAS ABUELA 183G,1225.0,859.0,GOLOSINAS,0,0,7790040135895,Unidades,0,
001552,GALLETAS FORMIS CHOCOLATE 72G,900.0,474.0,GOLOSINAS,0,0,7790040139909,Unidades,0,
001553,GALLETAS CEREAL MIX SEMILLAS Y CHIPS 207G,1633.0,1361.0,GOLOSINAS,0,0,7790040135758,Unidades,0,
001554,BUSCAPINAS PERLAS X1,1200.0,495.0,MEDICAMENTOS,4,0,,Unidades,0,
001555,SERTAL PERLAS X1,1200.0,485.0,MEDICAMENTOS,8,0,,Unidades,0,
001556,LECHE SILK ALMENDRA 1L,4690.0,3908.0,LACTEOS,0,0,7791337007901,Unidades,0,
001557,ARROZ CAROGRAN 500G,788.0,657.0,ALMACEN,1,0,7793650000041,Unidades,0,
001558,PICADILLO LA BLANCA 90G,1000.0,416.0,ALMACEN,5,0,7790360720122,Unidades,0,
001559,MAYONESA NATURA 250CC,1463.0,1219.0,ALMACEN,0,0,7791866001203,Unidades,0,
001560,CIF AEROSOL LAVANDA 380CC,2299.0,1916.0,LIMPIEZA E HIGIENE,0,0,7791290795785,Unidades,0,
001561,MAGISTRAL LIMON 225CC,1330.0,1108.0,LIMPIEZA E HIGIENE,0,0,7790990003954,Unidades,0,
001562,JABON TOCADOR PLUSBELLE HUMEC 125G,887.0,739.0,LIMPIEZA E HIGIENE,0,0,7790990000830,Unidades,0,
001563,TOALLAS FEMENINAS DONCELLA NORMAL X16,1160.0,967.0,LIMPIEZA E HIGIENE,0,0,7790940216212,Unidades,0,
001564,FIDEOS LA PROV NIDOS TAGLIAFICO 500G,1499.0,1249.0,ALMACEN,1,0,7798141971404,Unidades,0,
001565,BAGGIO FRESH AGUA SABORIZADA PERA 600ML,715.0,596.0,BEBIDAS,1,0,7790036974392,Unidades,0,
001566,BAGGIO CAJA MANZANA 1L,1298.0,1082.0,BEBIDAS,4,0,7790036000336,Unidades,0,
001567,IBUEVANOL RAP ACCION X1,500.0,250.0,MEDICAMENTOS,10,0,,Unidades,0,
001568,CINDOR MOCHA CHOCOLATADA 1L,5879.0,4899.0,LACTEOS,1,0,7791337007796,Unidades,0,
001569,YOGUR LS ACTIVIA CIRUELA 900ML,4446.0,3705.0,LACTEOS,2,0,7791337009400,Unidades,0,
001570,SORRENTINOS RICOTA LA ITALIANA 600G,3400.0,1876.0,ALMACEN,1,0,7791664000224,Unidades,0,
001571,CAPELLETIS LA ITALIANA CARNE 500G,1750.0,1458.0,ALMACEN,2,0,7791664000149,Unidades,0,
001572,CAPELLETIS LA ITALIANA 4QUESOS 500G,1750.0,1458.0,ALMACEN,3,0,7791664000651,Unidades,0,
001573,NOQUIS DE PAPA LA ITALIANA 500G,1541.0,1284.0,ALMACEN,3,0,7791664000453,Unidades,0,
001574,ARROZ LUCHETTI 500G,1100.0,578.0,ALMACEN,3,0,7790070431493,Unidades,0,
001575,TALLARIN LUCHETTI 500G,1058.0,882.0,ALMACEN,9,0,7790070336118,Unidades,0,
001576,SPAGUETTI LUCHETTI 500G,1058.0,882.0,ALMACEN,7,0,7790070336385,Unidades,0,
001577,MOSTACHOL LUCHETTI 500G,1058.0,882.0,ALMACEN,0,0,7790070335494,Unidades,0,
001578,DEDALITOS LUCHETTI 500G,1042.0,868.0,ALMACEN,12,0,7790070318398,Unidades,0,
001579,MUNICIONES LUCHETTI 500G,1600.0,868.0,ALMACEN,2,0,7790070318855,Unidades,0,
001580,CABELLO DE ANGEL LUCHETTI 500G,1576.0,1313.0,ALMACEN,1,0,77790070320155,Unidades,0,
001581,JABON ROPA GRANBY 800ML,2251.0,1876.0,LIMPIEZA E HIGIENE,1,0,7791290795112,Unidades,0,
001582,JABON ALA DILUIR 150ML + BOTELLA,3107.0,2589.0,LIMPIEZA E HIGIENE,0,0,7791290793248,Unidades,0,
001583,TE GREEN HILLS BOLDO CAJA 20U,3500.0,2383.0,ALMACEN,1,0,7790480089703,Unidades,0,
001584,ALCOHOL ETILICO TU DOC 250ML,838.0,698.0,LIMPIEZA E HIGIENE,0,0,7798370510016,Unidades,0,
001585,POETT FLORES PRIMAVERA 360ML,3545.0,2954.0,LIMPIEZA E HIGIENE,1,0,7793253004248,Unidades,0,
001586,POETT SUAVIDAD BEBE 360ML,3545.0,2954.0,LIMPIEZA E HIGIENE,1,0,7793253004255,Unidades,0,
001587,VINO PYROS MALBEC 750ML,12500.0,8375.0,BEBIDAS,0,0,7798108833066,Unidades,0,
001588,VINO PORTILLO BLANCO DULCE NAT 750ML,5614.0,4678.0,BEBIDAS,0,0,7798074864873,Unidades,0,
001589,PANCETA SALADA 103 KG,17000.0,10800.0,FIAMBRERIA,1,0,,Unidades,0,
001590,COCA COLA ZERO 1L DESC,2400.0,1445.0,BEBIDAS,2,0,7790895067631,Unidades,0,
001591,SPRITE 1L DESC,2400.0,1445.0,BEBIDAS,0,0,7790895005015,Unidades,0,
001592,BRAHMA LATA 473CC,2100.0,1563.0,BEBIDAS,6,0,7792798005888,Unidades,0,
001593,QUESO CREMOSO PUNTA DEL AGUA KG,7980.0,6650.0,FIAMBRERIA,-15,0,,Unidades,0,
001594,GATORADE UVA 500ML,1868.0,1557.0,BEBIDAS,3,0,7792170042241,Unidades,0,
001595,7UP 2.25L RETORNABLE,3000.0,1950.0,BEBIDAS,1,0,7791813555100,Unidades,0,
001596,ROCKSTAR ROJO 500ML,1700.0,1123.0,BEBIDAS,0,0,7791813111252,Unidades,0,
001597,GATORADE ROJO 750ML,2900.0,1950.0,BEBIDAS,1,0,7792170052295,Unidades,0,
001598,AGUA MINERAL NESTLE 500CC,1055.0,879.0,BEBIDAS,0,0,7792799000899,Unidades,0,
001599,PEPSI 3 LITROS DESCARTABLE,4500.0,3100.0,BEBIDAS,1,0,7791813888475,Unidades,0,
001600,AGUA MINERAL ECO DE LOS ANDES 500ML,1159.0,966.0,BEBIDAS,1,0,7792799000011,Unidades,0,
001601,SODA ECO DE LOS ANDES 500ML,1500.0,1012.0,BEBIDAS,5,0,7792799000035,Unidades,0,
001602,H2O CITRUS 2.25L,2500.0,1581.0,BEBIDAS,2,0,7791813423591,Unidades,0,
001603,JABON TOCADOR PLUSBELLE ROSA 125G,740.0,617.0,LIMPIEZA E HIGIENE,0,0,7790990000816,Unidades,0,
001604,PAÑUELOS CANDELA,400.0,220.0,LIMPIEZA E HIGIENE,203,0,7798130950014,Unidades,0,
001605,HAVANA CLUB RON ESPECIAL 750ML,15652.0,13043.0,BEBIDAS,0,0,7792410532426,Unidades,0,
001606,HAVANA CLUB RON ORIGINAL 750ML,14663.0,12219.0,BEBIDAS,0,0,7792410532433,Unidades,0,
001607,PETACA TRES PLUMAS ANIS 200ML,1727.0,1439.0,BEBIDAS,0,0,77991812,Unidades,0,
001608,CAMPARI 750ML,10278.0,8565.0,BEBIDAS,0,0,7791200200781,Unidades,0,
001609,PETACA BLENDERS PRIDE WHISKEY 200ML,3900.0,2698.0,BEBIDAS,5,0,7792410532174,Unidades,0,
001610,OBLEA COFLER BLOCK MAX 60G,1115.0,929.0,GOLOSINAS,0,0,7790580150389,Unidades,0,
001611,COFLER BLOCK BOCADITO 16G,900.0,527.0,GOLOSINAS,0,0,77971944,Unidades,0,
001612,PRIME PRESERVATIVOS ULTRA FINO,2900.0,1990.0,LIMPIEZA E HIGIENE,2,0,7791519701061,Unidades,0,
001613,PRIMER PRESERVATIVO EXTRA LUBRICADO,2388.0,1990.0,LIMPIEZA E HIGIENE,0,0,7791519000676,Unidades,0,
001614,PRIMER PRESERVATIVO TEXTURADO,2388.0,1990.0,LIMPIEZA E HIGIENE,3,0,7791519200069,Unidades,0,
001615,CHUPETIN LASER POP MZA VERDE,2500.0,1750.0,GOLOSINAS,0,0,7798347080542,Unidades,0,
001616,MONEDAS PIRATAS FELFORT X1,700.0,409.0,GOLOSINAS,11,0,,Unidades,0,
001617,MARLBORO BOX COMUN 12,3900.0,2850.0,CIGARRILLOS,0,0,77983343,Unidades,0,
001618,MARLBORO CRAFTED BLUE 20,2206.0,1838.0,CIGARRILLOS,0,0,77987310,Unidades,0,
001619,MARLBRO CRAFTED BOX COMUN 20,2540.0,2117.0,CIGARRILLOS,0,0,77987297,Unidades,0,
001620,BILLIKEN BOMBON FRUTAL 350G,5500.0,3700.0,GOLOSINAS,0,0,7792222003442,Unidades,0,
001621,BILLIKEN BOMBON CORAZON 200G,5000.0,2700.0,GOLOSINAS,2,0,7798186034423,Unidades,0,
001622,CANDELA PEGAMENTO LIQUIDO 2G,1500.0,700.0,LIMPIEZA E HIGIENE,4,0,7798347085394,Unidades,0,
001623,ALFAJOR VIMAR TRIPLE BLANCO 60G,700.0,397.0,GOLOSINAS,0,0,77958341,Unidades,0,
001624,ALFAJOR VIMAR TRIPLE NEGRO 60G,476.0,397.0,GOLOSINAS,0,0,77958365,Unidades,0,
001625,CANDELA PEGAMENTO GEL 3G,840.0,700.0,LIMPIEZA E HIGIENE,0,0,7798347085400,Unidades,0,
001626,COCO RALLADO ALICANTE 50G,1362.0,1135.0,ALMACEN,0,0,7790150460474,Unidades,0,
001627,TAMPONES NOSOTRAS SUPER,2464.0,2053.0,LIMPIEZA E HIGIENE,1,0,7702026194697,Unidades,0,
001628,TAMPONES NOSOTRAS REGULAR,2464.0,2053.0,LIMPIEZA E HIGIENE,1,0,7702026194581,Unidades,0,
001629,TAMPONES NOSOTROS MINI,2464.0,2053.0,LIMPIEZA E HIGIENE,1,0,7702026194703,Unidades,0,
001630,CAFE LA VIRGINIA SAQUITO PURO AROMA X1,600.0,326.0,ALMACEN,14,0,7790150080139,Unidades,0,
001631,CAFE LA VIRGINIA DOYPACK CLASICO 170G,6912.0,5760.0,ALMACEN,2,0,7790150100462,Unidades,0,
001632,SINFONIA OBLEA FRUTILLA 100G,1000.0,570.0,GOLOSINAS,0,0,7798126070948,Unidades,0,
001633,SINFONIA OBLEA LIMON 100G,1000.0,570.0,GOLOSINAS,0,0,7798126071747,Unidades,0,
001634,SINFONIA OBLEA DOS CHOCOLATES 100G,1000.0,570.0,GOLOSINAS,0,0,7798126072256,Unidades,0,
001635,SINFONIA OBLEA COCO Y DDL 100G,1000.0,570.0,GOLOSINAS,0,0,7798126073598,Unidades,0,
001636,SINFONIA OBLEA NARANJA Y CHOCOLATE 100G,1000.0,570.0,GOLOSINAS,0,0,7798126072591,Unidades,0,
001637,SINFONIA OBLEA CLASICAS X4 200G,1500.0,1020.0,GOLOSINAS,0,0,7798126072805,Unidades,0,
001638,CHIPS GAONA BLANCO 230G,1162.0,968.0,GOLOSINAS,0,0,7798126072782,Unidades,0,
001639,CHIPS GAONA CLASICAS 230G,1162.0,968.0,GOLOSINAS,0,0,7798126071150,Unidades,0,
001640,CHIPS GAONA DULCE DE LECHE 230G,1162.0,968.0,GOLOSINAS,0,0,7798126074700,Unidades,0,
001641,CHIPS GAONA COLORES 230G,1162.0,968.0,GOLOSINAS,0,0,7798126074717,Unidades,0,
001642,CRUNCHIPS MARROC 172G,1216.0,1013.0,GOLOSINAS,0,0,7798126073604,Unidades,0,
001643,CRUNCHIPS POCKET CHOCOLATE 72G,1000.0,547.0,GOLOSINAS,0,0,7798126074199,Unidades,0,
001644,CRUNCHIPS POCKET COLORES 72G,689.0,574.0,GOLOSINAS,0,0,7798126074281,Unidades,0,
